Nome: VILHENA
Codigo Estacao: A938
Latitude: -12.73499999
Longitude: -60.15777777
Altitude: 583.3
Situacao: Operante
Data Inicial: 2008-08-25
Data Final: 2023-07-05
Periodicidade da Medicao: Diaria

Data Medicao;TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);
2019-06-25;30.8;20;
2019-06-26;30.7;20.6;
2019-06-27;32.1;20.3;
2019-06-28;31.9;21.1;
2019-06-29;32.2;22.1;
2019-06-30;31.6;22.9;
2019-07-01;null;null;
2019-07-02;null;null;
2019-07-03;null;null;
2019-07-04;null;null;
2019-07-05;null;null;
2019-07-06;null;null;
2019-07-07;null;null;
2019-07-08;null;null;
2019-07-09;null;null;
2019-07-10;null;null;
2019-07-11;null;null;
2019-07-12;null;null;
2019-07-13;null;null;
2019-07-14;null;null;
2019-07-15;null;null;
2019-07-16;null;null;
2019-07-17;null;null;
2019-07-18;null;null;
2019-07-19;null;null;
2019-07-20;null;null;
2019-07-21;null;null;
2019-07-22;null;null;
2019-07-23;null;null;
2019-07-24;null;null;
2019-07-25;null;null;
2019-07-26;null;null;
2019-07-27;null;null;
2019-07-28;null;null;
2019-07-29;null;null;
2019-07-30;null;null;
2019-07-31;null;null;
2019-08-01;null;null;
2019-08-02;null;null;
2019-08-03;null;null;
2019-08-04;null;null;
2019-08-05;null;null;
2019-08-06;null;null;
2019-08-07;null;null;
2019-08-08;null;null;
2019-08-09;null;null;
2019-08-10;null;null;
2019-08-11;null;null;
2019-08-12;null;null;
2019-08-13;null;null;
2019-08-14;null;null;
2019-08-15;null;null;
2019-08-16;null;null;
2019-08-17;null;null;
2019-08-18;null;null;
2019-08-19;null;null;
2019-08-20;null;null;
2019-08-21;null;null;
2019-08-22;null;null;
2019-08-23;null;null;
2019-08-24;null;null;
2019-08-25;null;null;
2019-08-26;null;null;
2019-08-27;null;null;
2019-08-28;null;null;
2019-08-29;null;null;
2019-08-30;null;null;
2019-08-31;null;null;
2019-09-01;null;null;
2019-09-02;null;null;
2019-09-03;null;null;
2019-09-04;null;null;
2019-09-05;null;null;
2019-09-06;null;null;
2019-09-07;null;null;
2019-09-08;null;null;
2019-09-09;null;null;
2019-09-10;null;null;
2019-09-11;null;null;
2019-09-12;null;null;
2019-09-13;null;null;
2019-09-14;null;null;
2019-09-15;null;null;
2019-09-16;null;null;
2019-09-17;null;null;
2019-09-18;null;null;
2019-09-19;null;null;
2019-09-20;null;null;
2019-09-21;null;null;
2019-09-22;null;null;
2019-09-23;null;null;
2019-09-24;null;null;
2019-09-25;null;null;
2019-09-26;null;null;
2019-09-27;null;null;
2019-09-28;null;null;
2019-09-29;null;null;
2019-09-30;null;null;
2019-10-01;null;null;
2019-10-02;null;null;
2019-10-03;null;null;
2019-10-04;null;null;
2019-10-05;null;null;
2019-10-06;null;null;
2019-10-07;null;null;
2019-10-08;null;null;
2019-10-09;null;null;
2019-10-10;null;null;
2019-10-11;null;null;
2019-10-12;null;null;
2019-10-13;null;null;
2019-10-14;null;null;
2019-10-15;null;null;
2019-10-16;null;null;
2019-10-17;null;null;
2019-10-18;null;null;
2019-10-19;null;null;
2019-10-20;null;null;
2019-10-21;null;null;
2019-10-22;null;null;
2019-10-23;null;null;
2019-10-24;null;null;
2019-10-25;null;null;
2019-10-26;null;null;
2019-10-27;null;null;
2019-10-28;null;null;
2019-10-29;null;null;
2019-10-30;null;null;
2019-10-31;null;null;
2019-11-01;null;null;
2019-11-02;null;null;
2019-11-03;null;null;
2019-11-04;null;null;
2019-11-05;null;null;
2019-11-06;null;null;
2019-11-07;null;null;
2019-11-08;null;null;
2019-11-09;null;null;
2019-11-10;null;null;
2019-11-11;null;null;
2019-11-12;null;null;
2019-11-13;null;null;
2019-11-14;null;null;
2019-11-15;null;null;
2019-11-16;null;null;
2019-11-17;25.6;21.6;
2019-11-18;30.7;20.8;
2019-11-19;27.9;21.3;
2019-11-20;29.5;21;
2019-11-21;29.6;21;
2019-11-22;28.6;20.5;
2019-11-23;30;18.8;
2019-11-24;30.8;20.2;
2019-11-25;30.9;21.7;
2019-11-26;32.4;22.6;
2019-11-27;29;22.3;
2019-11-28;29;21.5;
2019-11-29;29;20.2;
2019-11-30;31.9;21.4;
2019-12-01;31.6;22.5;
2019-12-02;29.2;21;
2019-12-03;29.9;21.4;
2019-12-04;32;22.1;
2019-12-05;31.3;22.6;
2019-12-06;28.6;21.5;
2019-12-07;26.5;21.7;
2019-12-08;29.5;20.3;
2019-12-09;29.4;21.7;
2019-12-10;26.9;20.9;
2019-12-11;28.1;21.2;
2019-12-12;30.4;20.9;
2019-12-13;25.2;21;
2019-12-14;31.8;20.9;
2019-12-15;30.3;21.5;
2019-12-16;31.1;21.8;
2019-12-17;29.1;20.7;
2019-12-18;30.3;21.1;
2019-12-19;30.5;21.8;
2019-12-20;29.2;21.3;
2019-12-21;31.5;19.9;
2019-12-22;25.7;20.9;
2019-12-23;29.6;21.2;
2019-12-24;30.9;20.6;
2019-12-25;30.9;21.3;
2019-12-26;30;20.9;
2019-12-27;30.6;21.6;
2019-12-28;31.7;22.6;
2019-12-29;29.1;20.9;
2019-12-30;27;22;
2019-12-31;26.2;20.8;
2020-01-01;30.1;21.2;
2020-01-02;25.4;19.9;
2020-01-03;27;21.2;
2020-01-04;27.8;21.2;
2020-01-05;27.5;21.6;
2020-01-06;30.3;21.6;
2020-01-07;31.4;22.6;
2020-01-08;28.8;20.1;
2020-01-09;27.5;19.9;
2020-01-10;30.4;21.6;
2020-01-11;31;22;
2020-01-12;30;21.2;
2020-01-13;30;21.1;
2020-01-14;31.7;21.2;
2020-01-15;30.3;22.1;
2020-01-16;32.3;22.1;
2020-01-17;31;20.4;
2020-01-18;33.6;22.9;
2020-01-19;33.5;22.8;
2020-01-20;31.5;21.5;
2020-01-21;31.1;20.6;
2020-01-22;28.4;21.7;
2020-01-23;28.5;20.7;
2020-01-24;30.5;21.6;
2020-01-25;31.4;21.1;
2020-01-26;30.1;21.8;
2020-01-27;30.5;22;
2020-01-28;31.5;21.2;
2020-01-29;30.4;21.2;
2020-01-30;30;21.1;
2020-01-31;31;21.9;
2020-02-01;32.9;22.5;
2020-02-02;30.6;21.7;
2020-02-03;28.4;22.8;
2020-02-04;29.8;20.8;
2020-02-05;27.6;21.7;
2020-02-06;29.7;21.6;
2020-02-07;29.1;22.7;
2020-02-08;24.4;21.3;
2020-02-09;23.3;20.9;
2020-02-10;29.8;20.8;
2020-02-11;31.1;20.8;
2020-02-12;30.3;21.2;
2020-02-13;28.4;21.5;
2020-02-14;30.9;21.1;
2020-02-15;30.6;22.9;
2020-02-16;31.1;21.9;
2020-02-17;31.7;21.3;
2020-02-18;32.8;22.6;
2020-02-19;28.9;21.4;
2020-02-20;29;21.7;
2020-02-21;27.4;21.3;
2020-02-22;25.9;21.6;
2020-02-23;27;19.6;
2020-02-24;29.2;20.7;
2020-02-25;31.3;21.9;
2020-02-26;31.4;22.3;
2020-02-27;29.1;21.5;
2020-02-28;27.4;21.9;
2020-02-29;30.3;22.2;
2020-03-01;30.1;22.4;
2020-03-02;29.3;22.2;
2020-03-03;31.6;21.6;
2020-03-04;32.5;21.6;
2020-03-05;32.3;21.6;
2020-03-06;32.3;21.6;
2020-03-07;30.9;20.6;
2020-03-08;31.3;21.7;
2020-03-09;29.8;22.4;
2020-03-10;32.3;21.2;
2020-03-11;29.6;22.5;
2020-03-12;30;21;
2020-03-13;31.5;21.7;
2020-03-14;31.1;22.5;
2020-03-15;30;20.7;
2020-03-16;31.1;21.6;
2020-03-17;27.9;22.1;
2020-03-18;30.5;20.7;
2020-03-19;31.1;21.5;
2020-03-20;25.5;22.6;
2020-03-21;26.2;20.1;
2020-03-22;30.1;20.6;
2020-03-23;28.4;21.4;
2020-03-24;29.2;21.8;
2020-03-25;29.1;21.7;
2020-03-26;28.6;21.8;
2020-03-27;30.7;20.9;
2020-03-28;31.2;21.1;
2020-03-29;30.6;22.5;
2020-03-30;30.4;22.1;
2020-03-31;32.6;20.8;
2020-04-01;32.8;22.4;
2020-04-02;32.5;22.9;
2020-04-03;29.5;22.1;
2020-04-04;32.3;22.7;
2020-04-05;31.4;22.2;
2020-04-06;31.9;22.4;
2020-04-07;29.9;21.5;
2020-04-08;29.9;21.1;
2020-04-09;29.3;21.7;
2020-04-10;28.9;21.4;
2020-04-11;24.8;21;
2020-04-12;29.8;21;
2020-04-13;31;21.3;
2020-04-14;30.8;22.3;
2020-04-15;28.8;21.5;
2020-04-16;29.4;20;
2020-04-17;28.2;17.4;
2020-04-18;28;18.5;
2020-04-19;28.4;20.8;
2020-04-20;31.2;20.5;
2020-04-21;31.7;21.1;
2020-04-22;31.1;21.4;
2020-04-23;30.1;21.1;
2020-04-24;30.9;21.4;
2020-04-25;30.9;22.6;
2020-04-26;29.7;21.1;
2020-04-27;31.3;21.1;
2020-04-28;31;22.2;
2020-04-29;31.2;22;
2020-04-30;31.2;21.2;
2020-05-01;30.8;22.7;
2020-05-02;31.2;21.7;
2020-05-03;30.3;21.2;
2020-05-04;30.4;21.5;
2020-05-05;30.2;23.1;
2020-05-06;28.7;22;
2020-05-07;23;15.4;
2020-05-08;28.2;15.2;
2020-05-09;27.5;17.7;
2020-05-10;30.8;20.8;
2020-05-11;29.5;21.7;
2020-05-12;30.9;22.4;
2020-05-13;31.2;21.2;
2020-05-14;25.6;20.7;
2020-05-15;26.2;19.4;
2020-05-16;28.2;18.7;
2020-05-17;30;18.3;
2020-05-18;30.1;20.5;
2020-05-19;30.1;20.8;
2020-05-20;30.8;22.4;
2020-05-21;31;21.5;
2020-05-22;32.3;22.4;
2020-05-23;26.9;14.7;
2020-05-24;23.4;11;
2020-05-25;27.6;14.2;
2020-05-26;27.1;15.6;
2020-05-27;27.8;15.6;
2020-05-28;29.7;15;
2020-05-29;29.9;19.7;
2020-05-30;30.8;20.7;
2020-05-31;31.1;20.3;
2020-06-01;30.7;19.8;
2020-06-02;28.3;19.4;
2020-06-03;30;17.7;
2020-06-04;30.4;19.9;
2020-06-05;30.2;21.1;
2020-06-06;28.1;21.7;
2020-06-07;31;19.3;
2020-06-08;31.3;20.9;
2020-06-09;31.6;21.3;
2020-06-10;32.4;19.9;
2020-06-11;31.8;20.6;
2020-06-12;31.4;20.9;
2020-06-13;30.7;21.6;
2020-06-14;23;20.1;
2020-06-15;28;18;
2020-06-16;29.7;19.2;
2020-06-17;29.6;19.6;
2020-06-18;31.2;18.9;
2020-06-19;30.1;19.4;
2020-06-20;31;20.3;
2020-06-21;30.8;20.8;
2020-06-22;31.1;20.3;
2020-06-23;30.7;19;
2020-06-24;31.5;19.8;
2020-06-25;32.5;20.8;
2020-06-26;32;20.4;
2020-06-27;30.6;18;
2020-06-28;29.2;17.1;
2020-06-29;31.2;17.7;
2020-06-30;30.8;18.6;
2020-07-01;28.9;19.6;
2020-07-02;30.8;19.6;
2020-07-03;30.5;19.7;
2020-07-04;31.6;19.2;
2020-07-05;32.6;19.2;
2020-07-06;32.1;19.5;
2020-07-07;31.8;20.9;
2020-07-08;31.7;18.5;
2020-07-09;29.8;17.5;
2020-07-10;30.7;18.4;
2020-07-11;31.8;18.3;
2020-07-12;32.4;18.8;
2020-07-13;31.6;20.9;
2020-07-14;32.4;21;
2020-07-15;32.4;22.5;
2020-07-16;33.1;21.8;
2020-07-17;33.2;18.4;
2020-07-18;33.4;19.9;
2020-07-19;32.7;22.5;
2020-07-20;31.6;21.4;
2020-07-21;31.1;18.6;
2020-07-22;31.8;17.6;
2020-07-23;32.7;19.2;
2020-07-24;33.1;20.3;
2020-07-25;31.6;20.6;
2020-07-26;30.5;15.5;
2020-07-27;31.5;18.5;
2020-07-28;31;20.8;
2020-07-29;31.9;19.7;
2020-07-30;30.8;15.6;
2020-07-31;32.3;18.2;
2020-08-01;32.2;21.9;
2020-08-02;31.5;19.3;
2020-08-03;31.7;19.8;
2020-08-04;32.1;19.7;
2020-08-05;32.4;22.3;
2020-08-06;31.5;21.3;
2020-08-07;31.6;19.4;
2020-08-08;32.1;20.9;
2020-08-09;31.6;21.6;
2020-08-10;32.9;20.4;
2020-08-11;34.2;21.7;
2020-08-12;34.6;19.8;
2020-08-13;35.4;21.3;
2020-08-14;35;21.9;
2020-08-15;35.4;22.3;
2020-08-16;34.4;22.2;
2020-08-17;35.6;22.5;
2020-08-18;36.3;22.1;
2020-08-19;34.5;21.9;
2020-08-20;28.6;22.5;
2020-08-21;21.3;9.2;
2020-08-22;28.8;8.1;
2020-08-23;33;11;
2020-08-24;34.3;18.3;
2020-08-25;33.5;20.4;
2020-08-26;32.4;21.2;
2020-08-27;35.4;22.2;
2020-08-28;35;22.6;
2020-08-29;35.6;21.9;
2020-08-30;33.9;22.1;
2020-08-31;35.9;21.8;
2020-09-01;36.1;22;
2020-09-02;35.1;22.8;
2020-09-03;35.1;21.1;
2020-09-04;34.6;21.3;
2020-09-05;36.3;20.4;
2020-09-06;35.5;22.4;
2020-09-07;35.8;22.2;
2020-09-08;36;22.2;
2020-09-09;36.1;21.3;
2020-09-10;36.9;23.3;
2020-09-11;36.6;21.1;
2020-09-12;34.8;22.3;
2020-09-13;36;22.8;
2020-09-14;35.8;22.6;
2020-09-15;35.1;21;
2020-09-16;35.1;21.5;
2020-09-17;35;21.2;
2020-09-18;33.8;22;
2020-09-19;35.7;22.9;
2020-09-20;28.5;23.8;
2020-09-21;32.8;20.1;
2020-09-22;31.3;19.1;
2020-09-23;33.5;20.6;
2020-09-24;36.2;20.1;
2020-09-25;36.3;21.2;
2020-09-26;32.2;21.5;
2020-09-27;35;20.1;
2020-09-28;33.9;22;
2020-09-29;34.5;21.8;
2020-09-30;32.2;21.8;
2020-10-01;34.5;19.6;
2020-10-02;34.4;22.2;
2020-10-03;35.1;20;
2020-10-04;35.5;22.2;
2020-10-05;34.6;18.9;
2020-10-06;31.9;19.9;
2020-10-07;35.1;20.7;
2020-10-08;35.3;22.6;
2020-10-09;35.4;21.8;
2020-10-10;36.2;23.1;
2020-10-11;30.1;19.5;
2020-10-12;32.3;21;
2020-10-13;32.7;21.1;
2020-10-14;32.8;20.9;
2020-10-15;33.1;19.2;
2020-10-16;32.6;21;
2020-10-17;32.9;21.6;
2020-10-18;33;21.8;
2020-10-19;27.7;20.1;
2020-10-20;33.1;22;
2020-10-21;32.6;22.6;
2020-10-22;32.2;21.5;
2020-10-23;30.5;21;
2020-10-24;33.2;21.9;
2020-10-25;28.7;20.6;
2020-10-26;32.8;21.2;
2020-10-27;33.6;22.7;
2020-10-28;31.7;21.8;
2020-10-29;27.8;22.4;
2020-10-30;26.8;21.2;
2020-10-31;29.7;20.6;
2020-11-01;32.6;22;
2020-11-02;32.5;22.1;
2020-11-03;34.2;22.2;
2020-11-04;35;22.6;
2020-11-05;35.3;24.8;
2020-11-06;34.5;22.3;
2020-11-07;35.1;23.3;
2020-11-08;34.5;24;
2020-11-09;29.7;20.3;
2020-11-10;32.6;19.7;
2020-11-11;29.6;22.5;
2020-11-12;31.8;21.6;
2020-11-13;29.9;22.2;
2020-11-14;31.9;21.1;
2020-11-15;31.8;20.4;
2020-11-16;31.8;22.1;
2020-11-17;30.1;22.7;
2020-11-18;30.8;21.4;
2020-11-19;26.5;20.2;
2020-11-20;30.5;19.2;
2020-11-21;33.2;20.8;
2020-11-22;34;23.5;
2020-11-23;35;20.9;
2020-11-24;33.6;23.9;
2020-11-25;33;23.5;
2020-11-26;32.6;22.4;
2020-11-27;30.5;22;
2020-11-28;32.3;20.3;
2020-11-29;32;22;
2020-11-30;32.7;20.6;
2020-12-01;30.9;20.5;
2020-12-02;31.2;21.2;
2020-12-03;32.6;21.6;
2020-12-04;32.2;21.7;
2020-12-05;30.3;21.3;
2020-12-06;30.2;21.8;
2020-12-07;31;20.9;
2020-12-08;31.3;21.2;
2020-12-09;30.6;21.3;
2020-12-10;27;21.6;
2020-12-11;30;20.3;
2020-12-12;27.8;20.8;
2020-12-13;31.7;20.3;
2020-12-14;30.9;21.3;
2020-12-15;31.7;20.1;
2020-12-16;32.9;21.2;
2020-12-17;32.7;22;
2020-12-18;32.1;20.5;
2020-12-19;30.5;20.7;
2020-12-20;31.1;22;
2020-12-21;29.7;22.2;
2020-12-22;30.4;21.5;
2020-12-23;29.7;21.2;
2020-12-24;27.6;21.4;
2020-12-25;28.2;21.9;
2020-12-26;25.8;22.4;
2020-12-27;28;21.1;
2020-12-28;26.1;20.6;
2020-12-29;29.9;20.9;
2020-12-30;28.2;20.1;
2020-12-31;30.8;21.2;
2021-01-01;32;21.3;
2021-01-02;31.8;21.6;
2021-01-03;32.1;22.3;
2021-01-04;27.8;21.2;
2021-01-05;29.9;20.9;
2021-01-06;27.9;19.2;
2021-01-07;32.2;21.1;
2021-01-08;31.1;21.2;
2021-01-09;32.9;21.4;
2021-01-10;31.2;19.9;
2021-01-11;31.9;21.7;
2021-01-12;31.2;21.9;
2021-01-13;28.3;21.3;
2021-01-14;28.1;20.5;
2021-01-15;30.1;22;
2021-01-16;28.5;21.6;
2021-01-17;28.7;21;
2021-01-18;23.8;20.1;
2021-01-19;26.3;18.7;
2021-01-20;29;20.8;
2021-01-21;28.1;21.3;
2021-01-22;29;21.2;
2021-01-23;30.9;21.5;
2021-01-24;30.5;21.1;
2021-01-25;31.2;19.5;
2021-01-26;31.9;21.6;
2021-01-27;28.3;21.1;
2021-01-28;30.1;21.4;
2021-01-29;27.8;21.6;
2021-01-30;29;21.6;
2021-01-31;31.3;20.7;
2021-02-01;31.9;21.3;
2021-02-02;31.7;21.3;
2021-02-03;29.5;21;
2021-02-04;30.3;22.6;
2021-02-05;29.5;21.7;
2021-02-06;28;21;
2021-02-07;29.9;21;
2021-02-08;30.5;21.5;
2021-02-09;30.5;22.5;
2021-02-10;26;21.4;
2021-02-11;29.2;21.4;
2021-02-12;29.3;21.1;
2021-02-13;31.7;21.5;
2021-02-14;27.4;21.7;
2021-02-15;29.5;20.8;
2021-02-16;29.3;21.2;
2021-02-17;29.4;20.5;
2021-02-18;30.6;21.3;
2021-02-19;28.3;20.9;
2021-02-20;26.8;21.1;
2021-02-21;24.9;21.8;
2021-02-22;29.7;21;
2021-02-23;31.1;21.1;
2021-02-24;28.7;21.6;
2021-02-25;30.1;22.1;
2021-02-26;27.6;22.1;
2021-02-27;30.9;22.1;
2021-02-28;29.4;20.5;
2021-03-01;30.7;20.4;
2021-03-02;30;21.3;
2021-03-03;26.2;20.9;
2021-03-04;27.6;20.8;
2021-03-05;28.8;19.9;
2021-03-06;29.7;19.6;
2021-03-07;29.3;20.8;
2021-03-08;28;21;
2021-03-09;29;20.3;
2021-03-10;28.5;20.3;
2021-03-11;29.4;20;
2021-03-12;28.4;20.7;
2021-03-13;26.4;21;
2021-03-14;29.6;21.2;
2021-03-15;28.7;20.7;
2021-03-16;29.9;21.3;
2021-03-17;30.7;21.8;
2021-03-18;27.5;19.6;
2021-03-19;29.2;19.3;
2021-03-20;28;21.1;
2021-03-21;29.5;21.2;
2021-03-22;30.1;19;
2021-03-23;27.7;19.1;
2021-03-24;30.2;20.7;
2021-03-25;30.3;21.1;
2021-03-26;31;20.1;
2021-03-27;31.9;21.8;
2021-03-28;31.7;21.7;
2021-03-29;30.6;20.3;
2021-03-30;32;20.7;
2021-03-31;29;20.6;
2021-04-01;30.7;20.2;
2021-04-02;30.5;21.6;
2021-04-03;31;22.1;
2021-04-04;30.8;22.4;
2021-04-05;32.4;20.3;
2021-04-06;30.6;21.9;
2021-04-07;30.3;20.4;
2021-04-08;27.5;22.1;
2021-04-09;29.6;22;
2021-04-10;30;21;
2021-04-11;29.8;21.1;
2021-04-12;30.7;20.9;
2021-04-13;30.5;20.2;
2021-04-14;31.3;19.8;
2021-04-15;29.7;20.4;
2021-04-16;31.6;21.9;
2021-04-17;30.4;20.9;
2021-04-18;29.9;20.5;
2021-04-19;29.6;21;
2021-04-20;30;20.6;
2021-04-21;31.9;20.3;
2021-04-22;30.9;21.1;
2021-04-23;31.3;21.9;
2021-04-24;29.8;20.8;
2021-04-25;28.3;21.3;
2021-04-26;27.9;18.7;
2021-04-27;27.5;18.6;
2021-04-28;29.3;18.9;
2021-04-29;28;18.2;
2021-04-30;29.8;17.1;
2021-05-01;30.9;19.5;
2021-05-02;29.3;21.2;
2021-05-03;31;20.4;
2021-05-04;31;21.1;
2021-05-05;30.3;21.4;
2021-05-06;27.2;19.9;
2021-05-07;24.9;14.3;
2021-05-08;27.7;13;
2021-05-09;30.1;13.9;
2021-05-10;30.5;21.7;
2021-05-11;30.8;20.3;
2021-05-12;29.7;18.3;
2021-05-13;28.4;17;
2021-05-14;28.5;18.8;
2021-05-15;30;19.6;
2021-05-16;28.9;20.9;
2021-05-17;28;19.4;
2021-05-18;30.5;19.8;
2021-05-19;30.7;19.5;
2021-05-20;31;20.7;
2021-05-21;31;20.5;
2021-05-22;31.9;21.7;
2021-05-23;28.9;21.5;
2021-05-24;25.7;17.6;
2021-05-25;29.9;18.2;
2021-05-26;31.2;20.6;
2021-05-27;32.1;19.4;
2021-05-28;31.5;20.7;
2021-05-29;32.3;19.4;
2021-05-30;30.4;20.8;
2021-05-31;30.7;18.7;
2021-06-01;30.5;18.9;
2021-06-02;31.5;19.6;
2021-06-03;31;20.4;
2021-06-04;31.8;19.6;
2021-06-05;30.1;19.9;
2021-06-06;30.7;19.2;
2021-06-07;31.2;19.6;
2021-06-08;31.1;19.5;
2021-06-09;32;19.7;
2021-06-10;31.5;19.5;
2021-06-11;28.7;20.3;
2021-06-12;27.5;17.5;
2021-06-13;30.4;16.4;
2021-06-14;30.5;19;
2021-06-15;30.8;20.3;
2021-06-16;29.7;20;
2021-06-17;30.1;19;
2021-06-18;30.1;16.9;
2021-06-19;27.2;15.6;
2021-06-20;28.9;16;
2021-06-21;29.3;17.7;
2021-06-22;30.5;19.3;
2021-06-23;32;18.9;
2021-06-24;32.2;18.5;
2021-06-25;32.4;19.6;
2021-06-26;31.8;19;
2021-06-27;30.6;20;
2021-06-28;23.2;14.5;
2021-06-29;17.7;8.5;
2021-06-30;25.2;7.4;
2021-07-01;27.8;11.1;
2021-07-02;29.7;14.4;
2021-07-03;29.8;16.4;
2021-07-04;30.9;17.2;
2021-07-05;30.8;18;
2021-07-06;31;17.2;
2021-07-07;32.7;17.7;
2021-07-08;31.9;19.7;
2021-07-09;31.3;17.3;
2021-07-10;31.7;18.7;
2021-07-11;31;17.9;
2021-07-12;32.3;16.9;
2021-07-13;33.5;19.6;
2021-07-14;32.3;19.2;
2021-07-15;32.1;19.8;
2021-07-16;32.3;18.3;
2021-07-17;33.6;19;
2021-07-18;29.7;19.8;
2021-07-19;28;12.4;
2021-07-20;30.9;12.6;
2021-07-21;32.3;16.3;
2021-07-22;33;19.5;
2021-07-23;32.3;20;
2021-07-24;33;20.1;
2021-07-25;33.3;21;
2021-07-26;33.4;20.9;
2021-07-27;33.7;20.9;
2021-07-28;26.2;14.7;
2021-07-29;25.3;11.9;
2021-07-30;27;11.4;
2021-07-31;31;13.5;
2021-08-01;32.9;17;
2021-08-02;31.5;15.1;
2021-08-03;32.7;16.5;
2021-08-04;32.6;18.3;
2021-08-05;32.7;18;
2021-08-06;33;20.2;
2021-08-07;33.6;19;
2021-08-08;33.6;21.8;
2021-08-09;34.5;19.4;
2021-08-10;33.8;20;
2021-08-11;33.2;20.5;
2021-08-12;30.4;16.1;
2021-08-13;33.4;16.3;
2021-08-14;34.2;19;
2021-08-15;33.9;19.9;
2021-08-16;34.7;20.2;
2021-08-17;35.1;21.5;
2021-08-18;34.6;21;
2021-08-19;34.2;21.8;
2021-08-20;34.5;20.6;
2021-08-21;34.6;21.8;
2021-08-22;34.9;22.1;
2021-08-23;35.4;22;
2021-08-24;35.6;22.3;
2021-08-25;35.7;21.9;
2021-08-26;34.8;22.3;
2021-08-27;34.5;17.7;
2021-08-28;34.1;21;
2021-08-29;35.5;22.4;
2021-08-30;34.8;23.3;
2021-08-31;35.4;22.2;
2021-09-01;33.8;22;
2021-09-02;33.1;21;
2021-09-03;30.1;22.3;
2021-09-04;33.3;20.3;
2021-09-05;34.1;22.7;
2021-09-06;34.2;20.9;
2021-09-07;33.9;22.3;
2021-09-08;35;22.9;
2021-09-09;27.8;23;
2021-09-10;31.3;19.4;
2021-09-11;33.1;21.1;
2021-09-12;33.4;20.7;
2021-09-13;33.6;22.4;
2021-09-14;33.9;22.3;
2021-09-15;30.4;20.7;
2021-09-16;33.4;21.6;
2021-09-17;32.6;21.7;
2021-09-18;33.3;20.4;
2021-09-19;34;21.7;
2021-09-20;35.2;22.9;
2021-09-21;36.3;23.5;
2021-09-22;35;22.5;
2021-09-23;34.8;23.5;
2021-09-24;30.4;21.8;
2021-09-25;33.4;20.1;
2021-09-26;34.4;21.4;
2021-09-27;null;null;
2021-09-28;31.8;21.6;
2021-09-29;32.9;21.1;
2021-09-30;33.9;23.1;
2021-10-01;33.9;22.6;
2021-10-02;33.4;21.8;
2021-10-03;33.8;22.2;
2021-10-04;34.7;22.1;
2021-10-05;28.7;22.1;
2021-10-06;32.8;20.1;
2021-10-07;33.2;23.1;
2021-10-08;32.5;20.2;
2021-10-09;34.1;22.4;
2021-10-10;33.8;22.3;
2021-10-11;34.6;22.9;
2021-10-12;31.4;22.4;
2021-10-13;34.1;22.8;
2021-10-14;33.3;22.4;
2021-10-15;33.4;24;
2021-10-16;28.5;21.5;
2021-10-17;29.8;20.8;
2021-10-18;27.3;20.7;
2021-10-19;28.8;20.2;
2021-10-20;30.7;21.4;
2021-10-21;31.4;22.3;
2021-10-22;31.9;22.1;
2021-10-23;32.1;22.2;
2021-10-24;32.1;22.4;
2021-10-25;25.3;19.5;
2021-10-26;27;20.4;
2021-10-27;29.7;21.5;
2021-10-28;30.8;19.9;
2021-10-29;33.5;21.1;
2021-10-30;32.8;22.5;
2021-10-31;32.9;22.7;
2021-11-01;31;20.7;
2021-11-02;31;20.9;
2021-11-03;27.3;19.3;
2021-11-04;30;20.5;
2021-11-05;29.5;21.9;
2021-11-06;27.9;21.1;
2021-11-07;28.6;20;
2021-11-08;28.7;20.3;
2021-11-09;30.8;21.9;
2021-11-10;29.1;21.8;
2021-11-11;24.1;22.2;
2021-11-12;25.5;20.8;
2021-11-13;29.3;20.7;
2021-11-14;29.9;21.6;
2021-11-15;28.9;22.1;
2021-11-16;28.4;20.7;
2021-11-17;26.3;20.3;
2021-11-18;30.5;20.6;
2021-11-19;23.1;20.9;
2021-11-20;28.2;19.3;
2021-11-21;31.1;22.3;
2021-11-22;30.2;21.3;
2021-11-23;31;22.4;
2021-11-24;28.8;21.3;
2021-11-25;31.3;21.5;
2021-11-26;28;21.6;
2021-11-27;30.6;20.1;
2021-11-28;29.5;21.7;
2021-11-29;31;20.9;
2021-11-30;30.9;21.4;
2021-12-01;28.9;20.7;
2021-12-02;30.3;21.6;
2021-12-03;29.5;22.1;
2021-12-04;29;22.9;
2021-12-05;29.7;21.9;
2021-12-06;31.4;21.5;
2021-12-07;29.7;21.6;
2021-12-08;29.4;21.4;
2021-12-09;30.6;21.5;
2021-12-10;31;21.3;
2021-12-11;28.8;22.4;
2021-12-12;28.8;22.6;
2021-12-13;27.5;21;
2021-12-14;28.8;21.6;
2021-12-15;26.6;21.9;
2021-12-16;29;21.3;
2021-12-17;25.3;22.4;
2021-12-18;28;21.6;
2021-12-19;28.2;21.8;
2021-12-20;28.2;21.2;
2021-12-21;28.6;21.6;
2021-12-22;26.1;20.6;
2021-12-23;27;20.5;
2021-12-24;29.7;20.6;
2021-12-25;29.9;22.1;
2021-12-26;30.8;23.5;
2021-12-27;32;21.9;
2021-12-28;29.5;22;
2021-12-29;29.5;22.3;
2021-12-30;29.2;21.1;
